nome;precoNormal;precoPromo;desc;categoria;img
Espumante Monte Paschoal;29.9;29.9;Descubra o sabor sofisticado do Espumante Monte Paschoal Brut. Um vinho brasileiro de alta qualidade produzido com as variedades de uvas Chardonnay e Pinot Noir. Com aromas frutados e paladar cremoso, é perfeito para harmonizar com entradas, carnes e pratos típicos.;espumante;https://fibo.promokit.com.br/images/empresa/0b2f84a0-0d6b-11ef-a0e3-237d631dc8f4.png
Casa Valduga arte Tradição;69.9;69.9;Espumante Casa Valduga Arte Brut 750 ml. Elaborado pelo método Champenoise e maturado em caves subterrâneas, possui perlage fino e duradouro.;espumante;https://fibo.promokit.com.br/images/empresa/f3937340-0d7b-11ef-9289-5fa42a1b4ea1.png
Espumante Rondel brut;30.9;30.9;Gran vista, bonito perlado. Es aromático y fresco, con agradables aromas a frutas maduras como las manzanas y duraznos blancos, pan tostado y frutos secos, propios de su crianza en cava. Al paladar presenta gran equilibrado con ligera y agradable ácidez.;espumante;https://fibo.promokit.com.br/images/empresa/85bdc970-0d7f-11ef-9289-5fa42a1b4ea1.png
ESPUMANTE LA ROCHE BRUT;39.9;38.9;O Espumante Francês La Roche Demi Sec Branco oferece um encantador tom amarelo-palha e aromas frutados e cítricos. Com corpo leve e acidez equilibrada, é a escolha ideal para harmonizar com pratos à base de aves, saladas e frutos do mar. Produzido pela Les Grands Chais de France na região de Charente, França, pelo método Charmat, este espumante combina qualidade e acessibilidade de maneira excepcional. Descubra o melhor custo-benefício em um espumante francês que reflete a tradição e a paixão pela vinicultura.;espumante;https://fibo.promokit.com.br/images/empresa/336240d0-1c60-11ef-b771-0105a4fb8f90.png
FREIXENET ICE BRANCA 200 ml;28.9;28.9;Espumante Freixenet Ice Branco 200 ml Semi Seco Como todo tradicional Cava, Freixenet Ice é elaborado com as uvas Macabeo, Xarel-lo e Parrellada do clássico Cordon Negro, com um toque de Chardonnay, que contribui para realçar as notas frutadas, garantindo mais leveza, acentuando os tons cítricos. Envelhecimento e Conservação: A primeira fermentação é realizada em cubas de inox, com temperatura controlada. A segunda fermentação acontece na garrafa entre 12 e 14 meses. Notas: Com perlages finas combinadas com notas de pêssegos, peras maduras, flores e nuances de frutas tropicais, no paladar é cremoso e doce com um final longo e pode ser valorizado quando apreciado com cubos de gelo e frutas. Graduação Alc.: 11,5% Volume: 750ml Importado da Espanha Você esta comprando: 01 Unidade Espumante Freixenet Ice Branco 750ml Semi Seco;espumante;https://fibo.promokit.com.br/images/empresa/b0c3ef10-9ed8-11ef-9ac6-2516ebce32f7.png
CASA PERINE MOSCATEL;44.9;44.9;Elaborado com as uvas moscatéis da região da Indicação de Procedência da Farroupilha, famosa e reconhecida por sua excelência na produção desta variedade no Brasil.;espumante;https://fibo.promokit.com.br/images/empresa/c87dc520-0d5d-11ef-9ec4-3d358f7dc5ce.png
CHAMPAGNE MOET NECTAR IMPERIAL;399.9;399.9;Champagne Moët & Chandon Nectar Impérial 750ml Conhecida por suas conquistas, inovações e por seu lendário espírito pioneiro, é a Maison que apresentou o champagne ao mundo. Sinônimo das mais veneradas tradições e dos mais modernos prazeres, Moët & Chandon vem celebrando por mais de 270 anos momentos triunfantes com grandiosidade e generosidade. O Nectar Impérial destaca o sabor de peixe, carnes vermelhas e brancas, ovos escalfados ou cozidos em molho cremoso, frutas brancas maduras, frutas tropicais ou carnes amarelas, frutas secas ou glaceadas, nozes gordurosas e especiarias. Sirva de 10ºC a 12ºC Champagne não safrado. Amadurecimento de 21 meses. Teor alcoólico: 12% 36 - 40% Pinot Noir 30 - 40% Meunier 20 - 30% Chardonnay;CHAMPANHE;https://fibo.promokit.com.br/images/empresa/5df8e0d0-0713-11f0-912f-c1ef2d822788.png
CHAMPAGNE TAITTINGER PRESTIGE 750 ML;499.9;499.9;A paixão pelo vinho fez com que Pierre Taittinger descobrisse os vinhedos de champagne durante a primeira guerra mundial e anos depois criasse o Champagne Taittinger Brut Millésimé, que tem conquistado seu lugar nas melhores casas de Champagne. Um vintage francês premiado, que apresenta a melhor seleção de uvas provenientes de vinhedos Grands Crus, textura encorpada com potencial de envelhecimento notável, perlage agradável e tons dourados reluzentes, harmonizados numa combinação aromática de notas florais, frutas maduras e um delicado toque de mel, trazendo à boca, sensações persistentes e boa cremosidade. Aprecie uma taça espumante desta rica bebida com aperitivos, caviar, mariscos, ostras frescas, saladas e risoto de frutos do mar.;CHAMPANHE;https://fibo.promokit.com.br/images/empresa/1386c550-0d57-11ef-9983-bdb72ad3892c.png
CHAMPGNE RUIMART BLANC DE BLANC;699.9;699.9;A maison mais antiga de Champagne, a Ruinart foi fundada em Reims em 1729, quando a família Ruinart adquiriu o terreno onde hoje está localizada a propriedade. Com suas galerias palacianas, salões e pátio, a maison em si é impressionante o suficiente, mas talvez a característica mais impressionante de todas esteja no subsolo: as adegas subterrâneas localizadas em grutas conhecidas como crayères, que se estendem por aproximadamente 8 km e se erguem em três níveis. São nas crayères que, desde o século 18, a Ruinart armazena e envelhece seu precioso vinho espumante. O Champagne Blanc de Blancs da Ruinard é uma assemblage de vinhos 100% Chardonnay de diferentes safras, sendo 20 a 25% dos quais são vinhos de reserva dos 2 anos anteriores, a grande maioria dos Premiers Crus das vinhas Côte des Blancs e Montagne de Reims para refinamento aromático, complementados por vinhos Sézannais conhecidos por fornecerem maturidade. Por fim, vários vinhos do norte do vale do Vesle dão um toque leve e fresco. No nariz, é muito intenso no início, com notas de fruta fresca, especialmente cítricos maduros. Um segundo nariz floral refinado com notas de flores brancas e frutas (pêssegos brancos, abacaxi). Ataque suave e harmonioso na boca, muito arredondado. Linda cor amarelo dourado pálido com suaves reflexos verdes, uma cor vibrante e luminosa. Efervescência ativa com liberação persistente de bolhas.;CHAMPANHE;https://fibo.promokit.com.br/images/empresa/409547f0-0d4e-11ef-b071-f1e909dd9776.png
CHAMPAGNE CHANDON GARDEN SPRITZ;89.9;89.9;Caracteriza-se por sua delicada cor amarela com reflexos dourados, sua espuma abundante e persistente com formação de um colarinho no contorno da taça, perlage de borbulhas finas, ativas e numerosas. O aroma apresenta características florais (flores brancas) e frutadas (cítricos, maçã e um toque de abacaxi) com uma nuance de pão fresco. O paladar começa por um ataque franco de uma acidez equilibrada, continua com uma nítida sensação de redondeza e frescor, finaliza com notas de frutas secas e cítricas com uma persistência média. É apropriado como aperitivo e para acompanhar toda a refeição.;CHAMPANHE;https://fibo.promokit.com.br/images/empresa/602c01b0-a8d2-11ef-9cd6-7963f39f2f10.png
WHISKY JOHNNIE WALKER BLUE LABEL l 750 ml;1449.9;1449.9;"BLUE LABEL é o ápice dos whiskies da Casa de Walker – a epítome da arte de preparar blends. Criado para refletir o estilo dos whiskies do início do século 19, é preparado com alguns dos barris mais raros dos estoques de JOHNNIE WALKER, que possui o maior estoque do mundo. Os barris são selecionados a mão e separados, por sua excepcional qualidade, caráter e sabor. O caráter de BLUE LABEL é realmente único; é complexo, vigoroso e incrivelmente suave, com a característica defumada de JOHNNIE WALKER.";whisky;https://fibo.promokit.com.br/images/empresa/06da2db0-fc27-11ee-8801-7327654d4154.png
WISKY MACALLAN 15 ANOS DOUBLE CASK;1390.9;1390.9;Whisky Macallan 15 anos - Double Cask 700ml. A linha Double Cask de Macallan, é uma expressão de 15 anos! O single malte passou seus anos em uma combinação de carvalho americano e europeu, ambos experientes com xerez Oloroso. O que esperava de Macallan? Um maravilhoso equilíbrio de doçura cremosa e tempero ardente para ser encontrado neste. Detalhes: Nota olfativa: Butterscotch e passas gordurosas, com crumble de maçã temperada e tempero de carvalho. Nota gustativa: Frutas secas galore, com um pó de canela, gengibre cristalizado e casca de laranja. Acabamento: Gengibre mais aquecido ao lado de uma garoa de mel e caramelo amanteigado.;whisky;https://fibo.promokit.com.br/images/empresa/bf62bce0-fc26-11ee-b516-3fec8e129166.png
WHISKEY BUFFALO TRACE 750ML;189.9;149.9;Whisky Buffalo Trace Bourbon 750 ml. O Buffalo Trace é um whisky bourbon premiado, produzido pela Buffalo Trace Distillery em Frankfort, Kentucky, uma das mais antigas destilarias dos Estados Unidos. Feito com milho, centeio e cevada maltada, passa por envelhecimento em barris de carvalho, o que lhe confere notas de baunilha, caramelo e especiarias. Reconhecido por seu sabor equilibrado e complexo, é considerado de alta qualidade, mas com preço acessível. Além do Buffalo Trace, a destilaria também produz outras marcas renomadas como Blanton's, Evan Williams e Weller. O Buffalo Trace Kentucky Straight Bourbon Whiskey é produzido pela destilaria mais antiga em operação contínua na América, localizada às margens do rio Kentucky. Inspirado pelos antigos búfalos que abriram caminhos para os pioneiros, o whisky é feito a partir de uma mistura de milho, centeio e cevada, envelhecendo por anos em barris novos de carvalho em armazéns centenários, atingindo o auge da maturidade. A destilaria mantém a tradição de produção de bourbon há mais de 200 anos. Harmoniza com Carnes grelhadas e defumadas costelas, bife e hambúrgueres, Queijos curados e fortes Queijos como cheddar envelhecido, gouda defumado ou queijo azul, Chocolate amargo, Sobremesas à base de baunilha e caramelo.;whisky;https://fibo.promokit.com.br/images/empresa/73640460-3655-11f0-ba8c-495bcaeda111.png
WHISKEY MACALLAN NIGHT ON EARTH;1708.9;1708.9;WHISKY MACALLAN NIGHT ON EARTH 700 ML Propósito o presente perfeito para novos consumidores de whisky e que são apaixonados por produtos de luxo assim como consumidores habituais de whisky que querem continuar aumentando sua coleção. Para a temporada de 23 24 a The Macallan colaborou com a aclamada artista chinesa Nini Sum, artista visual que criou uma jornada inspirada no Ano Novo. O líquido é exclusivo desta edição e com produção limitada Aroma Carvalho tostado, frutas cítricas, vanila e biscoito de aveia Paladar Uma explosão de frutas cítricas limão tahiti e siciliano vanila e côco queimado Acabamento Médio, com uma doçura de vanila e carvalho Colecionável o segundo lançamento anual limitado da excepcional coleção A Night on Earth o presente de fim de ano insuperável. Potencial de valorização como acontece nas demais edições especiais da marca, esse whisky tende a se valorizar com o tempo por ser específico e escasso. Perfil de sabor pouco usual para The Macallan, com a presença de whisky maturado em barricas de carvalho Americano (ex Bourbon), al ém das tradicionais barricas ex Jerez espanhol, caracter ísticas da marca Embalagem diferenciada, inovadora e com diversas camadas, o que torna o produto altamente presente presenteável. Teor Alc óolico 43% vol;whisky;https://fibo.promokit.com.br/images/empresa/b0674570-0bcb-11f0-80db-2fe0f298c7c6.png
WHISKY DEWARS 18 ANOS;649.9;649.9;Um whisky rico e inigualável. Suave e cremoso. Nós só usamos os melhores maltes de 18 anos da Escócia para formar esse inigualável Blended de whiskies. A expressão de 18 anos de Dewar Blended Scotch é primeiro envelhecido em carvalho americano antes de ser misturada e recarregados em um tonel de carvalho estar descansado por um período prolongado de tempo. Isso permite que todos os sabores se casar com seus sabores complexos e nuances antes de ser engarrafado.;whisky;https://fibo.promokit.com.br/images/empresa/59937890-1789-11ef-a9ef-4d1b925e88ef.png
WHISKY DOUBLE BLACK;259.9;259.9;Diferentemente do Black Label Clássico (12 anos), o Double Black possuí o sabor defumado mais Intenso. As características de Johnnie Walker Black Label, especialmente as notas defumadas, são ainda mais intensas em Johnnie Walker Double Black. Produzido a partir da combinação de alguns maltes exclusivos, selecionados especialmente para garantir o sabor defumado e envelhecidos em barris de carvalho, o que significa uma qualidade exemplar. Tem aromas trufados mais encorpados e intensos e sabor defumado. A produção é artesanal, feita em pequenos lotes, a partir de uísques de destilarias da costa oeste escocesa. No ano passado, a bebida foi premiada na categoria “Best Super Premium Blends” do prêmio World Whisky Masters;whisky;https://fibo.promokit.com.br/images/empresa/4ddebb50-8d99-11ef-8d66-67ccde75bec0.png
WHISKY GRAND OLD PARR 12 ANOS 1 LITRO;139.9;139.9;Whisky Old Parr 12 anos 1 LITRO O Old Parr 12 Anos é um whisky escocês bastante renomado, produzido pela Diageo em uma das suas fábricas de alta produção em Leven, uma cidade localizada na região das Terras Baixas Centrais do Leste da Escócia, perto de Edimburgo. A Diageo é uma das maiores empresas de bebidas alcoólicas do mundo, o que certamente garante um padrão de qualidade elevado. Com 12 anos de maturação, o Old Parr 12 Anos é um whisky de malte misturado, conhecido por seu sabor equilibrado e complexo. Seu perfil oferece notas de frutas secas, mel e uma leve defumação, típicas dos melhores whiskies escoceses. É uma excelente escolha para quem busca algo mais refinado, mas sem chegar ao preço das edições mais exclusivas. Whisky Old Parr tem uma longa história, e seu nome é uma homenagem a Thomas Parr, também conhecido como Velho Tom Parr, que viveu entre os séculos XVI e XVII e ficou famoso por ter sido o homem mais velho da história inglesa, com impressionantes 152 anos de vida. Essa longevidade foi uma grande inspiração para a marca, que carrega a ideia de envelhecimento e tradição. O Grand Old Parr, como passou a ser chamado em 1941 (anteriormente conhecido como Ancient Old Parr), está disponível principalmente fora do Reino Unido, sendo popular em mercados como a América Latina, Caribe, Japão e Estados Unidos. Embora seja produzido na Escócia, o whisky não é mais comercializado no mercado britânico, sendo voltado para consumidores internacionais. Harmoniza com Carnes Grelhadas e Defumadas, Queijos, Pratos com Carne Curada e Defumada, Pratos de Frutos do Mar, Sobremesas, Pratos com Funghi e Trufas. Características: Importado da Escócia Categoria: Deluxe 12 anos. Graduação alcoólica: 40% vol. Volume: 750 ml. A partir de agora, os produtos Old Parr serão enviados sem cartuxo (caixa individual da marca) em um esforço da importadora Diageo, para promover uma operação mais sustentável e reduzir o desperdício.;whisky;https://fibo.promokit.com.br/images/empresa/bc206450-dc83-11ee-b6bf-95b889d0a534.png
WHISKY HIBIKI HARMONY JAPANESE;649.9;649.9;Cor: âmbar Olfato: rosa, lichia, toque de alecrim, amadeirado maduro, sândalo. Paladar: mel como doçura, casca de laranja cristalizada, chocolate branco. Acabamento: sutil, final longo, com notas de Mizunara (carvalho japonês). Volume: 700 ml. Graduação alcoólica: 43% vol. País: Japão;whisky;https://fibo.promokit.com.br/images/empresa/dce9a430-dc83-11ee-8393-edfb50bfcb17.png
